nom,organisation_nom,plateforme,repertoire_url,description,est_fork,est_archive,date_creation,derniere_mise_a_jour,derniere_modification,page_accueil,nombre_stars,nombre_forks,licence,nombre_issues_ouvertes,langage,topics,software_heritage_exists,software_heritage_url
ogptoolbox-platform,etalab,GitLab,https://framagit.org/etalab/ogptoolbox-platform,Platform that allow French Administrations to deploy consultations tools ,,False,2016-11-30T09:18:48Z,2017-03-20T18:29:33Z,2017-03-20T18:29:33Z,,0,0,,0,,,True,https://archive.softwareheritage.org/browse/origin/https://framagit.org/etalab/ogptoolbox-platform
calculette-impots-m-language-parser,openfisca,GitHub,https://github.com/openfisca/calculette-impots-m-language-parser,Traducteur en arbre syntaxique (AST) du code source (en langage M) du calculateur des impôts sur le revenu et sur la fortune,False,False,2016-03-30T13:51:45Z,2016-04-20T08:11:32Z,2016-04-01T04:35:20Z,https://git.framasoft.org/openfisca/calculette-impots-m-language-parser,3,1,GNU Affero General Public License v3.0,0,Python,,True,https://archive.softwareheritage.org/browse/origin/https://github.com/openfisca/calculette-impots-m-language-parser
css-git,cheat-sheet-shit,GitLab,https://forge.univ-lyon1.fr/cheat-sheet-shit/css-git,,,False,2020-09-21T14:15:26Z,2020-09-21T15:52:33Z,2020-09-21T15:52:33Z,,0,0,,0,,,True,https://archive.softwareheritage.org/browse/origin/https://forge.univ-lyon1.fr/cheat-sheet-shit/css-git
lotsofusers,CNRS-DSI-Dev,GitHub,https://github.com/CNRS-DSI-Dev/lotsofusers,Replacement for owncloud admin users page,False,False,2017-01-24T09:29:53Z,2018-05-17T08:03:21Z,2018-05-17T08:03:19Z,,0,2,GNU Affero General Public License v3.0,0,JavaScript,,True,https://archive.softwareheritage.org/browse/origin/https://github.com/CNRS-DSI-Dev/lotsofusers
Trevas,InseeFr,GitHub,https://github.com/InseeFr/Trevas,Transformation engine and validator for statistics.,False,False,2020-05-26T12:43:11Z,2020-10-09T13:17:38Z,2020-10-09T15:54:51Z,,0,1,MIT License,10,Java,,True,https://archive.softwareheritage.org/browse/origin/https://github.com/InseeFr/Trevas
annuaire,betagouv,GitHub,https://github.com/betagouv/annuaire,Annuaire de l’administration,False,False,2017-07-28T14:02:53Z,2018-05-11T10:16:10Z,2019-03-06T16:04:00Z,https://betagouv.github.io/annuaire/,10,3,,2,HTML,,True,https://archive.softwareheritage.org/browse/origin/https://github.com/betagouv/annuaire
genfem,solverstack,GitLab,https://gitlab.inria.fr/solverstack/genfem,Generate finite element matrices in python,,False,2016-10-25T14:29:03Z,2020-03-30T13:24:24Z,2020-03-30T13:24:24Z,,1,0,,0,,,True,https://archive.softwareheritage.org/browse/origin/https://gitlab.inria.fr/solverstack/genfem
schema-amenagements-cyclables,etalab,GitHub,https://github.com/etalab/schema-amenagements-cyclables,Schema pour les données d'aménagements cyclables,False,False,2020-09-18T13:08:07Z,2020-10-07T09:19:02Z,2020-09-24T16:12:29Z,,0,1,Other,2,,,True,https://archive.softwareheritage.org/browse/origin/https://github.com/etalab/schema-amenagements-cyclables
Rodam,INRA,GitHub,https://github.com/INRA/Rodam,Wrapper Functions for 'ODAM' (Open Data for Access and Mining) Web Services,False,False,2018-10-17T08:07:25Z,2019-03-21T14:21:55Z,2019-03-21T14:21:53Z,,0,0,,0,R,,True,https://archive.softwareheritage.org/browse/origin/https://github.com/INRA/Rodam
pycryptosat,DYLISS,GitLab,https://gitlab.inria.fr/pvignet/pycryptosat,CryptoMiniSat SAT solver,,False,2017-09-19T16:01:46Z,2019-12-24T02:10:55Z,2019-12-24T02:10:55Z,,0,0,,0,,,True,https://archive.softwareheritage.org/browse/origin/https://gitlab.inria.fr/pvignet/pycryptosat
calculette-impots-m-source-code,openfisca,GitLab,https://framagit.org/openfisca/calculette-impots-m-source-code,Code source (en langage M) du calculateur des impôts sur le revenu et sur la fortune,,False,2016-02-01T12:44:02Z,2016-04-13T10:05:59Z,2016-04-13T10:05:59Z,,0,0,,0,,,True,https://archive.softwareheritage.org/browse/origin/https://framagit.org/openfisca/calculette-impots-m-source-code
Agda2Dedukti,Deducteam,GitHub,https://github.com/Deducteam/Agda2Dedukti,,False,False,2019-07-08T12:54:52Z,2020-01-20T14:56:43Z,2020-01-20T14:56:40Z,,4,1,,0,Haskell,,True,https://archive.softwareheritage.org/browse/origin/https://github.com/Deducteam/Agda2Dedukti
qtcreator-3.5.1,altair,GitLab,https://gitlabjf.ccomptes.fr/fnicol/qtcreator-3.5.1,,,False,2016-08-04T18:13:14Z,2016-09-27T13:09:45Z,2016-09-27T13:09:45Z,,0,0,,0,,,True,https://archive.softwareheritage.org/browse/origin/https://gitlabjf.ccomptes.fr/fnicol/qtcreator-3.5.1
zotero-translators,abes-esr,GitHub,https://github.com/abes-esr/zotero-translators,"Intégration Zotero sur Sudoc.fr, IdRef.fr et Theses.fr",True,False,2019-11-26T14:26:53Z,2020-06-26T07:08:31Z,2020-07-08T18:16:45Z,http://www.zotero.org/support/dev/translators,0,0,,0,JavaScript,,True,https://archive.softwareheritage.org/browse/origin/https://github.com/abes-esr/zotero-translators
mfadmin,metwork-framework,GitHub,https://github.com/metwork-framework/mfadmin,metwork/mfadmin module ,False,False,2018-09-28T13:10:33Z,2020-10-01T01:25:04Z,2020-10-06T05:07:08Z,http://metwork-framework.org,0,2,"BSD 3-Clause ""New"" or ""Revised"" License",4,Shell,integration-level-5,True,https://archive.softwareheritage.org/browse/origin/https://github.com/metwork-framework/mfadmin
css-markdown,cheat-sheet-shit,GitLab,https://forge.univ-lyon1.fr/cheat-sheet-shit/css-markdown,,,False,2020-09-21T14:11:43Z,2020-09-21T14:11:43Z,2020-09-21T14:11:43Z,,0,0,,0,,,False,
dev-dashboard,diverse-project,GitHub,https://github.com/diverse-project/dev-dashboard,The tracker of this repository is used to track development requests so we can improve internal collaboration by organizing code sprints in the team,False,False,2017-10-04T09:35:23Z,2017-10-04T09:35:23Z,2017-10-05T13:10:53Z,,0,0,,15,,,True,https://archive.softwareheritage.org/browse/origin/https://github.com/diverse-project/dev-dashboard
inventaire,region-bretagne,GitHub,https://github.com/region-bretagne/inventaire,Interface web permettant de saisir des éléments de l'inventaire,False,False,2014-09-24T07:43:44Z,2014-09-24T09:58:53Z,2014-11-04T09:51:43Z,,0,0,GNU General Public License v2.0,0,CSS,,True,https://archive.softwareheritage.org/browse/origin/https://github.com/region-bretagne/inventaire
cadastre.data.gouv.fr,etalab,GitHub,https://github.com/etalab/cadastre.data.gouv.fr,Données cadastrales ouvertes - le site,False,False,2017-09-28T21:22:11Z,2020-10-02T13:21:09Z,2020-09-08T07:13:59Z,https://cadastre.data.gouv.fr,22,4,,11,JavaScript,,True,https://archive.softwareheritage.org/browse/origin/https://github.com/etalab/cadastre.data.gouv.fr
ACP-all,atlanmod,GitHub,https://github.com/atlanmod/ACP-all,Summarzing all the problems in a rule-based system,False,False,2019-06-21T05:54:40Z,2019-10-07T11:14:20Z,2020-04-04T06:18:40Z,,0,1,,0,Python,,True,https://archive.softwareheritage.org/browse/origin/https://github.com/atlanmod/ACP-all
adresses-cadastre,etalab,GitHub,https://github.com/etalab/adresses-cadastre,Adresses ouvertes extraites du cadastre,False,False,2018-03-07T14:48:37Z,2020-09-15T19:29:12Z,2020-09-15T19:29:10Z,https://www.data.gouv.fr/fr/datasets/adresses-extraites-du-cadastre/,2,1,MIT License,5,JavaScript,,True,https://archive.softwareheritage.org/browse/origin/https://github.com/etalab/adresses-cadastre
fluctuat-apidoc,MTES-MCT,GitHub,https://github.com/MTES-MCT/fluctuat-apidoc,Api publique de Fluctu@t,False,False,2019-05-27T13:37:06Z,2019-11-16T12:07:21Z,2019-11-16T12:07:19Z,,0,0,,0,JavaScript,,True,https://archive.softwareheritage.org/browse/origin/https://github.com/MTES-MCT/fluctuat-apidoc
lachancea_thermotolerans-cbs_6340,gryc-data,GitLab,https://forgemia.inra.fr/gryc-data/lachancea_thermotolerans-cbs_6340,Lachancea thermotolerans CBS 6340 complete genome and annotation data.,,False,2020-09-10T14:33:49Z,2020-09-10T14:33:49Z,2020-09-10T14:33:49Z,,0,0,,0,,,True,https://archive.softwareheritage.org/browse/origin/https://forgemia.inra.fr/gryc-data/lachancea_thermotolerans-cbs_6340
SupportPortal-aid,pub,GitLab,https://git.unistra.fr/pub/SupportPortal-aid,,,False,2017-06-19T07:07:23Z,2020-09-08T08:43:54Z,2020-09-08T08:43:54Z,,0,0,,3,,,True,https://archive.softwareheritage.org/browse/origin/https://git.unistra.fr/pub/SupportPortal-aid
irys,afimb,GitHub,https://github.com/afimb/irys,Irys is a java open source project implementing SIRI services for real time public transport data exchange,False,False,2013-07-23T13:39:53Z,2019-03-16T12:58:34Z,2015-12-18T10:51:51Z,http://www.chouette.mobi,4,2,Other,0,Java,,True,https://archive.softwareheritage.org/browse/origin/https://github.com/afimb/irys
wiki,support,GitLab,https://gitlab.irstea.fr/support/wiki,Documentation de gitlab.irstea.fr,,False,2019-03-31T12:37:13Z,2020-02-21T16:27:00Z,2020-02-21T16:27:00Z,,0,0,,0,,,True,https://archive.softwareheritage.org/browse/origin/https://gitlab.irstea.fr/support/wiki
ogam,IGNF,GitHub,https://github.com/IGNF/ogam,Open source Generic Application based on Metadata,False,False,2018-04-11T14:40:27Z,2018-06-18T09:55:17Z,2018-04-11T19:12:39Z,,2,0,GNU General Public License v3.0,0,JavaScript,,True,https://archive.softwareheritage.org/browse/origin/https://github.com/IGNF/ogam
mapserverapi_python,metwork-framework,GitHub,https://github.com/metwork-framework/mapserverapi_python,tiny python library to invoke mapserver engine as a library,False,False,2018-10-30T11:10:46Z,2020-09-11T14:26:48Z,2020-09-11T14:26:46Z,,1,2,"BSD 3-Clause ""New"" or ""Revised"" License",0,Python,"autoreadme,integration-level-3,library,mapserver,python",True,https://archive.softwareheritage.org/browse/origin/https://github.com/metwork-framework/mapserverapi_python
kermeta2,diverse-project,GitHub,https://github.com/diverse-project/kermeta2,IDE plugins and scala compiler for the Kermeta metamodeling execution language ,False,False,2020-09-03T15:09:17Z,2020-09-07T13:33:13Z,2020-09-07T13:33:10Z,,1,0,Eclipse Public License 1.0,0,Java,,True,https://archive.softwareheritage.org/browse/origin/https://github.com/diverse-project/kermeta2
standup,entrepreneur-interet-general,GitHub,https://github.com/entrepreneur-interet-general/standup,,True,False,2019-01-28T11:05:34Z,2020-04-05T17:36:10Z,2019-07-04T07:36:54Z,http://standup.eig-forever.org,1,0,GNU Affero General Public License v3.0,1,JavaScript,"eig-2019,eig-link,entrepreneur-interet-general",True,https://archive.softwareheritage.org/browse/origin/https://github.com/entrepreneur-interet-general/standup
utopia,umrf,GitLab,https://forgemia.inra.fr/umrf/utopia,"UTOPIA: an automatically UpdaTed, cOmPlete and consistent ITS reference dAtabase",,False,2018-10-24T16:43:40Z,2019-09-16T09:38:20Z,2019-09-16T09:38:20Z,,0,0,,0,,"ITS,amplicon sequencing,database",True,https://archive.softwareheritage.org/browse/origin/https://forgemia.inra.fr/umrf/utopia
clang-omp,kstar,GitLab,https://gitlab.inria.fr/kstar/clang-omp,,,False,2017-11-10T10:32:27Z,2019-04-05T09:48:12Z,2019-04-05T09:48:12Z,,0,0,,0,,,True,https://archive.softwareheritage.org/browse/origin/https://gitlab.inria.fr/kstar/clang-omp
src_platform_xscreensaver-pwcheck,clipos-archive,GitHub,https://github.com/clipos-archive/src_platform_xscreensaver-pwcheck,xscreensaver-pwcheck: authenticate xscreensaver users through pwcheckd,False,False,2018-09-20T09:30:15Z,2018-09-20T09:31:19Z,2018-09-20T09:31:21Z,https://clip-os.org,0,0,GNU Lesser General Public License v2.1,0,C,,True,https://archive.softwareheritage.org/browse/origin/https://github.com/clipos-archive/src_platform_xscreensaver-pwcheck
acquisition,metwork-framework,GitHub,https://github.com/metwork-framework/acquisition,This a python module for managing incoming files in Metwork framework,False,False,2020-06-02T14:24:14Z,2020-09-11T14:29:20Z,2020-09-11T14:29:18Z,,0,0,"BSD 3-Clause ""New"" or ""Revised"" License",0,Python,"autoreadme,integration-level-3",True,https://archive.softwareheritage.org/browse/origin/https://github.com/metwork-framework/acquisition
qgis-csv-color-map,communaute-cimi,GitHub,https://github.com/communaute-cimi/qgis-csv-color-map,Colorer une carte avec des données CSV dans QGIS,False,False,2015-12-27T17:43:39Z,2019-08-21T11:15:37Z,2016-01-06T07:46:32Z,,3,1,,0,,,True,https://archive.softwareheritage.org/browse/origin/https://github.com/communaute-cimi/qgis-csv-color-map
mfserv_python2_tests,metwork-framework,GitHub,https://github.com/metwork-framework/mfserv_python2_tests,We run python2 integration tests for mfserv in this repository,False,False,2020-06-12T14:28:23Z,2020-09-11T15:02:04Z,2020-09-19T02:19:07Z,,0,0,"BSD 3-Clause ""New"" or ""Revised"" License",0,,integration-level-4,True,https://archive.softwareheritage.org/browse/origin/https://github.com/metwork-framework/mfserv_python2_tests
manuscript-template,datapol,GitLab,https://gitlab.inria.fr/datapol/manuscript-template,,,False,2020-09-07T06:30:12Z,2020-10-05T11:58:27Z,2020-10-05T11:58:27Z,,0,0,,0,,,True,https://archive.softwareheritage.org/browse/origin/https://gitlab.inria.fr/datapol/manuscript-template
cormas-plugin,openmole,GitHub,https://github.com/openmole/cormas-plugin,,False,False,2018-05-31T15:01:24Z,2018-07-06T08:26:20Z,2018-07-06T08:27:11Z,,1,1,,0,Scala,,True,https://archive.softwareheritage.org/browse/origin/https://github.com/openmole/cormas-plugin
linbox-team.github.io,linbox-team,GitHub,https://github.com/linbox-team/linbox-team.github.io,LinBox team,False,False,2019-06-05T07:53:44Z,2019-07-26T19:07:36Z,2019-07-26T19:07:35Z,https://linbox-team.github.io,0,0,,0,HTML,,True,https://archive.softwareheritage.org/browse/origin/https://github.com/linbox-team/linbox-team.github.io
locatio,MTES-MCT,GitHub,https://github.com/MTES-MCT/locatio,,False,False,2018-02-28T21:36:35Z,2020-09-28T07:29:51Z,2018-06-13T10:00:55Z,,6,3,,3,HTML,,True,https://archive.softwareheritage.org/browse/origin/https://github.com/MTES-MCT/locatio
neoEMF-Instantiator,atlanmod,GitHub,https://github.com/atlanmod/neoEMF-Instantiator,"A random generator of EMF models, using the NeoEMF",False,False,2015-07-01T12:48:59Z,2016-11-07T11:58:52Z,2016-06-24T15:17:15Z,,1,1,,0,Java,,True,https://archive.softwareheritage.org/browse/origin/https://github.com/atlanmod/neoEMF-Instantiator
Roundcube-plugins-Mel,messagerie-melanie2,GitHub,https://github.com/messagerie-melanie2/Roundcube-plugins-Mel,This repository contains a list of plugins developed for Mél and from the community,False,False,2019-05-16T15:00:34Z,2020-09-28T16:22:34Z,2020-09-28T16:22:31Z,,1,1,,0,PHP,,True,https://archive.softwareheritage.org/browse/origin/https://github.com/messagerie-melanie2/Roundcube-plugins-Mel
xblock-ipython,openfun,GitHub,https://github.com/openfun/xblock-ipython,,False,False,2018-03-23T09:08:15Z,2018-03-23T09:08:30Z,2018-03-23T09:08:27Z,,0,0,GNU Affero General Public License v3.0,0,Python,,True,https://archive.softwareheritage.org/browse/origin/https://github.com/openfun/xblock-ipython
node-ezmesure,ezpaarse-project,GitHub,https://github.com/ezpaarse-project/node-ezmesure,A wrapper around ezmesure API,False,False,2016-07-26T09:15:10Z,2020-03-13T15:39:28Z,2020-07-16T02:26:40Z,,2,0,MIT License,3,JavaScript,,True,https://archive.softwareheritage.org/browse/origin/https://github.com/ezpaarse-project/node-ezmesure
ort_effectifs_transport,dreal-datalab,GitLab,https://gitlab.com/dreal-datalab/ort_effectifs_transport,,,False,2020-04-17T10:22:44Z,2020-07-10T14:35:17Z,2020-07-10T14:35:17Z,,0,0,,0,,,True,https://archive.softwareheritage.org/browse/origin/https://gitlab.com/dreal-datalab/ort_effectifs_transport
traducteur-legistique,SocialGouv,GitHub,https://github.com/SocialGouv/traducteur-legistique,module de comparaison de deux textes pour la traduction en legistique,False,False,2020-05-13T08:39:28Z,2020-10-11T23:22:32Z,2020-10-12T00:22:31Z,,0,0,,6,JavaScript,,True,https://archive.softwareheritage.org/browse/origin/https://github.com/SocialGouv/traducteur-legistique
genomic-architecture,neuroanatomy,GitHub,https://github.com/neuroanatomy/genomic-architecture,Genomic architecture of neuroanatomical diversity,True,False,2015-05-12T12:44:24Z,2020-03-04T18:50:32Z,2019-10-09T15:04:21Z,,4,0,Creative Commons Attribution 4.0 International,0,Hack,,True,https://archive.softwareheritage.org/browse/origin/https://github.com/neuroanatomy/genomic-architecture
S32,S32TP5,GitLab,https://git.unistra.fr/S32TP5/S32,"En cas de soucis pour cloner sous windows, utiliser https au lieu de ssh.",,False,2017-11-16T14:54:22Z,2018-01-04T13:16:33Z,2018-01-04T13:16:33Z,,0,3,,0,,,True,https://archive.softwareheritage.org/browse/origin/https://git.unistra.fr/S32TP5/S32
terraform2md,sipf,GitHub,https://github.com/sipf/terraform2md,,True,False,2016-08-17T04:49:57Z,2016-08-17T04:49:58Z,2016-08-17T00:13:58Z,,0,0,MIT License,0,JavaScript,,True,https://archive.softwareheritage.org/browse/origin/https://github.com/sipf/terraform2md
swagger-codegen,cstb,GitHub,https://github.com/cstb/swagger-codegen,"swagger-codegen contains a template-driven engine to generate documentation, API clients and server stubs in different languages by parsing your OpenAPI / Swagger definition.",True,False,2016-10-21T06:53:43Z,2016-10-21T06:53:54Z,2018-11-30T10:28:21Z,http://swagger.io,0,0,Other,0,HTML,,True,https://archive.softwareheritage.org/browse/origin/https://github.com/cstb/swagger-codegen
protocoles_suivi,PnCevennes,GitHub,https://github.com/PnCevennes/protocoles_suivi,Protocoles pour le module de suivi générique de géonature,False,False,2020-01-27T08:25:35Z,2020-09-29T22:15:41Z,2020-09-29T22:15:39Z,,1,1,,1,,,True,https://archive.softwareheritage.org/browse/origin/https://github.com/PnCevennes/protocoles_suivi
embench,citi-lab,GitLab,https://gitlab.inria.fr/citi-lab/embench,Automated application benchmark generator for embedded targets.,,False,2020-01-22T09:55:20Z,2020-01-29T14:24:05Z,2020-01-29T14:24:05Z,,0,0,,0,,,True,https://archive.softwareheritage.org/browse/origin/https://gitlab.inria.fr/citi-lab/embench
gru-plugin-gru,lutece-secteur-public,GitHub,https://github.com/lutece-secteur-public/gru-plugin-gru,Plugin Gestion Relation Usager (Vue 360°),False,False,2016-03-21T12:54:22Z,2018-04-25T14:36:34Z,2018-04-25T14:36:36Z,,0,0,,0,Java,,True,https://archive.softwareheritage.org/browse/origin/https://github.com/lutece-secteur-public/gru-plugin-gru
spark-opti,EDS-APHP,GitHub,https://github.com/EDS-APHP/spark-opti,https://jsfiddle.net/blackhf/30mmgx3a/14/,False,False,2017-08-22T13:39:00Z,2018-11-05T13:54:33Z,2017-08-22T13:43:43Z,http://spark-opti.juliendubiel.net/,0,0,,0,HTML,"memory,optimization,overhead,pmem,spark,yarn",True,https://archive.softwareheritage.org/browse/origin/https://github.com/EDS-APHP/spark-opti
tabi,ANSSI-FR,GitHub,https://github.com/ANSSI-FR/tabi,BGP Hijack Detection,False,False,2016-02-04T15:27:01Z,2020-09-29T23:05:57Z,2018-02-14T10:46:59Z,,89,31,Other,3,Python,"bgp,classification,detection,hijack",True,https://archive.softwareheritage.org/browse/origin/https://github.com/ANSSI-FR/tabi
ckanext-fedmsg,etalab,GitHub,https://github.com/etalab/ckanext-fedmsg,CKAN extension for sending activity events to the Fedora Infrastructure Message Bus (fedmsg),False,True,2013-09-29T08:10:45Z,2019-08-13T15:27:34Z,2013-10-05T20:01:23Z,,4,0,GNU Affero General Public License v3.0,1,Python,,True,https://archive.softwareheritage.org/browse/origin/https://github.com/etalab/ckanext-fedmsg
MGO,ISCPIF,GitHub,https://github.com/ISCPIF/MGO,,False,False,2013-06-21T14:15:27Z,2015-03-26T10:48:13Z,2015-07-26T14:08:16Z,,2,0,,0,Scala,,True,https://archive.softwareheritage.org/browse/origin/https://github.com/ISCPIF/MGO
onlyoffice,laclasse,GitLab,https://forge.grandlyon.com/laclasse/onlyoffice,,,False,2019-11-21T15:05:42Z,2020-02-11T07:10:27Z,2020-02-11T07:10:27Z,,0,0,,0,,,True,https://archive.softwareheritage.org/browse/origin/https://forge.grandlyon.com/laclasse/onlyoffice
francearchives-cubicweb,culturecommunication,GitHub,https://github.com/culturecommunication/francearchives-cubicweb,,False,False,2019-05-07T09:52:24Z,2020-02-13T17:10:38Z,2020-08-01T13:47:31Z,,1,0,Other,2,Python,,True,https://archive.softwareheritage.org/browse/origin/https://github.com/culturecommunication/francearchives-cubicweb
ansible-nginx,erasme,GitHub,https://github.com/erasme/ansible-nginx,Ansible nginx role,False,False,2015-02-25T14:47:24Z,2015-05-29T08:29:16Z,2015-09-06T20:44:06Z,,1,3,,0,Shell,,True,https://archive.softwareheritage.org/browse/origin/https://github.com/erasme/ansible-nginx
meshgeometry,neuroanatomy,GitHub,https://github.com/neuroanatomy/meshgeometry,mesh geometry tools,True,False,2018-06-01T11:59:14Z,2020-07-05T13:36:50Z,2020-07-05T13:36:47Z,,0,1,,0,C,naat,True,https://archive.softwareheritage.org/browse/origin/https://github.com/neuroanatomy/meshgeometry
google-bookmarklets,medialab,GitHub,https://github.com/medialab/google-bookmarklets,extract list of results from a google page as csv with bookmarklets,False,False,2016-06-27T12:16:22Z,2020-03-27T11:35:27Z,2020-03-27T11:35:25Z,https://medialab.github.io/google-bookmarklets/,7,1,GNU General Public License v3.0,0,JavaScript,,True,https://archive.softwareheritage.org/browse/origin/https://github.com/medialab/google-bookmarklets
roundcube,laclasse,GitLab,https://forge.grandlyon.com/laclasse/roundcube,,,False,2020-02-03T13:47:22Z,2020-07-21T14:32:43Z,2020-07-21T14:32:43Z,,0,0,,0,,,True,https://archive.softwareheritage.org/browse/origin/https://forge.grandlyon.com/laclasse/roundcube
ogptoolbox-toolbox-partners-consul,etalab,GitLab,https://framagit.org/etalab/ogptoolbox-toolbox-partners-consul,Fork of Consul for French Administrations - Open Government and E-Participation Web Software,,False,2016-12-12T13:35:55Z,2017-02-17T10:02:48Z,2017-02-17T10:02:48Z,,0,0,,0,,,True,https://archive.softwareheritage.org/browse/origin/https://framagit.org/etalab/ogptoolbox-toolbox-partners-consul
3a_sysnum_wirelesscomm_tx,gerzaguet_public,GitLab,https://gitlab.inria.fr/gerzaguet_public/3a_sysnum_wirelesscomm_tx,Source code for Tx mode,,False,2019-09-13T12:08:02Z,2020-02-17T16:39:17Z,2020-02-17T16:39:17Z,,0,0,,0,,,True,https://archive.softwareheritage.org/browse/origin/https://gitlab.inria.fr/gerzaguet_public/3a_sysnum_wirelesscomm_tx
passport-cerbere,MTES-MCT,GitHub,https://github.com/MTES-MCT/passport-cerbere,Cerbere passport.js strategy,False,False,2020-03-13T12:36:41Z,2020-04-02T09:32:37Z,2020-07-19T22:05:32Z,,1,0,GNU Affero General Public License v3.0,1,JavaScript,,True,https://archive.softwareheritage.org/browse/origin/https://github.com/MTES-MCT/passport-cerbere
ecolab-alimentation,betagouv,GitHub,https://github.com/betagouv/ecolab-alimentation,Environmental data (14 criteria) from agribalyse DB v3 ,False,False,2020-09-04T11:04:16Z,2020-09-28T14:37:03Z,2020-09-25T14:42:33Z,,0,1,MIT License,0,JavaScript,,True,https://archive.softwareheritage.org/browse/origin/https://github.com/betagouv/ecolab-alimentation
dtermed.rivages,CEREMA,GitHub,https://github.com/CEREMA/dtermed.rivages,,False,False,2018-03-23T07:37:06Z,2018-06-08T09:30:12Z,2018-06-08T07:36:59Z,,0,0,,0,JavaScript,,True,https://archive.softwareheritage.org/browse/origin/https://github.com/CEREMA/dtermed.rivages
datsched,batsim,GitLab,https://gitlab.inria.fr/batsim/datsched,Another Batsim scheduler. This one is implemented in D!,,False,2017-05-21T02:14:19Z,2017-05-29T21:55:58Z,2017-05-29T21:55:58Z,,0,0,,0,,,True,https://archive.softwareheritage.org/browse/origin/https://gitlab.inria.fr/batsim/datsched
hackathongendloc,GendarmerieNationale,GitHub,https://github.com/GendarmerieNationale/hackathongendloc,Kick-Start Hackathon GendLoc,False,False,2016-03-21T16:26:22Z,2016-03-21T16:43:01Z,2016-04-15T18:50:01Z,,0,1,,0,HTML,,True,https://archive.softwareheritage.org/browse/origin/https://github.com/GendarmerieNationale/hackathongendloc
slurm-spank-lua-plugin-mckernel,cea-hpc,GitHub,https://github.com/cea-hpc/slurm-spank-lua-plugin-mckernel,slurm-spank-lua-plugin allow you to use Mckernel with Slurm resources manager.,False,False,2019-10-10T07:31:38Z,2020-06-03T18:35:22Z,2019-10-31T08:33:42Z,,2,0,Other,0,Lua,,True,https://archive.softwareheritage.org/browse/origin/https://github.com/cea-hpc/slurm-spank-lua-plugin-mckernel
demandes_autorisations,PnCevennes,GitHub,https://github.com/PnCevennes/demandes_autorisations,Visualisation des bilans concernant les autorisations demandées ,False,False,2018-08-29T07:17:22Z,2020-01-15T11:29:09Z,2020-04-30T00:02:46Z,,0,0,GNU General Public License v3.0,3,HTML,,True,https://archive.softwareheritage.org/browse/origin/https://github.com/PnCevennes/demandes_autorisations
board-32f407disco,wookey-project,GitHub,https://github.com/wookey-project/board-32f407disco,STM32F407 Discovery board configurations,False,False,2018-09-25T23:28:12Z,2020-03-03T16:04:16Z,2020-03-03T16:04:13Z,https://wookey-project.github.io,0,2,,0,,,True,https://archive.softwareheritage.org/browse/origin/https://github.com/wookey-project/board-32f407disco
trefle,open-source,GitLab,https://git.beta.pole-emploi.fr/open-source/trefle,,,False,2019-08-02T10:17:01Z,2020-08-11T06:48:48Z,2020-08-11T06:48:48Z,,2,0,,6,,,True,https://archive.softwareheritage.org/browse/origin/https://git.beta.pole-emploi.fr/open-source/trefle
scarlet,moex,GitLab,https://gitlab.inria.fr/moex/scarlet,Scarlet is a highly flexible context-based ontology matcher developed in the context of the NeOn European project. Such a matcher matches ontologies using external resources. Scarlet uses all the ontologies of the web accessible through Watson.,,False,2020-10-11T13:39:50Z,2020-10-11T13:39:50Z,2020-10-11T13:39:50Z,,0,0,,0,,,False,
rgaa_reactjs,DISIC,GitHub,https://github.com/DISIC/rgaa_reactjs,Corrections d'accessibilité sur les composants de l'organisation ReactJS,False,False,2017-06-12T10:19:56Z,2018-01-02T16:31:59Z,2017-06-28T09:57:30Z,,3,2,Other,0,JavaScript,,True,https://archive.softwareheritage.org/browse/origin/https://github.com/DISIC/rgaa_reactjs
bruker2nifti,neuroanatomy,GitHub,https://github.com/neuroanatomy/bruker2nifti,Medical image format converter: from raw Bruker ParaVision to nifti.,True,False,2018-09-06T11:22:54Z,2019-08-15T17:47:53Z,2019-08-15T17:47:51Z,,0,1,MIT License,0,Python,,True,https://archive.softwareheritage.org/browse/origin/https://github.com/neuroanatomy/bruker2nifti
vdanjean-backuppc-client,datapol,GitLab,https://gitlab.inria.fr/datapol/vdanjean-backuppc-client,"Setup Debian and MacOSX machines so that our backuppc instance can access them.
Do not run this software if you are not related to datapol (unless you really want us to gain root access on your machine...)",,False,2016-11-17T21:46:59Z,2018-08-27T11:17:50Z,2018-08-27T11:17:50Z,,0,0,,0,,,True,https://archive.softwareheritage.org/browse/origin/https://gitlab.inria.fr/datapol/vdanjean-backuppc-client
territoires-ville.Hydrouti,CEREMA,GitHub,https://github.com/CEREMA/territoires-ville.Hydrouti,"boite à outils pour les projeteurs en assainissement, hydrologie et hydraulique",False,False,2020-10-07T08:27:47Z,2020-10-07T09:11:33Z,2020-10-07T09:11:17Z,,0,0,GNU General Public License v3.0,0,VBA,,True,https://archive.softwareheritage.org/browse/origin/https://github.com/CEREMA/territoires-ville.Hydrouti
universal-social-network-bus,usnb,GitLab,https://gitlab.inria.fr/usnb/universal-social-network-bus,,,False,2017-06-23T08:13:53Z,2019-01-08T09:55:14Z,2019-01-08T09:55:14Z,,1,1,,1,,,True,https://archive.softwareheritage.org/browse/origin/https://gitlab.inria.fr/usnb/universal-social-network-bus
